concept_key,canonical_term,learner_id,employee_id,certification_id,certification_name,hr_eligible,lms_claimed_ready,manager_approved,modules_completed,modules_required,labs_completed,labs_required,assessment_score,assessment_passed,truth_certification_ready,false_ready,decision,conflict_reason_count,conflict_reasons,source_systems_compared,evaluated_on
CertificationReady,Certification Ready,L00013,E00013,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,0,3,1,2,88,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00014,E00014,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,2,3,2,2,71,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00015,E00015,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,63,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00016,E00016,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,60,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00017,E00017,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,59,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00018,E00018,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,77,False,False,True,false_ready_blocked,2,Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00019,E00019,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,2,2,89,True,False,True,false_ready_blocked,1,Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00020,E00020,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,2,3,0,2,64,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00021,E00021,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,76,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00022,E00022,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,78,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00023,E00023,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,0,2,76,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00024,E00024,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,1,2,65,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00025,E00025,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,57,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00026,E00026,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,0,2,90,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00027,E00027,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,False,2,3,1,2,58,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00028,E00028,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,84,True,False,True,false_ready_blocked,1,Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00029,E00029,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,3,3,1,2,81,True,False,True,false_ready_blocked,2,HR eligibility missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00030,E00030,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,False,2,3,2,2,67,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00031,E00031,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,68,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00032,E00032,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,2,2,70,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00033,E00033,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,2,2,78,False,False,True,false_ready_blocked,3,Required module missing; Assessment below 80; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00034,E00034,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,61,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00035,E00035,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,81,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00036,E00036,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,92,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00037,E00037,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,2,3,0,2,94,True,False,True,false_ready_blocked,4,HR eligibility missing; Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00038,E00038,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,71,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00039,E00039,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,78,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00040,E00040,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,79,False,False,True,false_ready_blocked,2,Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00041,E00041,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,1,2,64,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00042,E00042,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,100,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00043,E00043,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,99,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00044,E00044,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,67,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00045,E00045,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,73,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00046,E00046,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,1,2,63,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00047,E00047,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,1,2,60,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00048,E00048,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,2,2,82,True,False,True,false_ready_blocked,2,Required module missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00049,E00049,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,100,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00050,E00050,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,89,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00051,E00051,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,65,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00052,E00052,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,3,3,2,2,85,True,False,True,false_ready_blocked,2,HR eligibility missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00053,E00053,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,63,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00054,E00054,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,74,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00055,E00055,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,81,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00056,E00056,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,1,3,1,2,89,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00057,E00057,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,1,3,2,2,68,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00058,E00058,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,62,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00059,E00059,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,90,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00060,E00060,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,3,3,2,2,96,True,False,True,false_ready_blocked,2,HR eligibility missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00061,E00061,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,3,3,2,2,72,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00062,E00062,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,58,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00063,E00063,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,0,2,80,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00064,E00064,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,1,2,84,True,False,True,false_ready_blocked,2,Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00065,E00065,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,0,2,62,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00066,E00066,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,2,3,1,2,72,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00067,E00067,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,0,3,2,2,62,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00068,E00068,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,2,3,2,2,80,True,False,True,false_ready_blocked,3,HR eligibility missing; Required module missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00069,E00069,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,1,2,73,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00070,E00070,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,57,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00071,E00071,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,2,3,1,2,80,True,False,True,false_ready_blocked,3,HR eligibility missing; Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00072,E00072,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,3,3,2,2,82,True,False,True,false_ready_blocked,2,HR eligibility missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00073,E00073,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,3,3,2,2,65,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00074,E00074,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,98,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00075,E00075,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,75,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00076,E00076,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,64,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00077,E00077,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,92,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00078,E00078,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,67,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00079,E00079,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,81,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00080,E00080,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,1,3,2,2,96,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00081,E00081,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,0,3,2,2,68,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00082,E00082,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,0,2,93,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00083,E00083,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,72,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00084,E00084,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,70,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00085,E00085,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,3,3,1,2,71,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00086,E00086,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,2,2,69,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00087,E00087,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,2,3,1,2,80,True,False,True,false_ready_blocked,4,HR eligibility missing; Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00088,E00088,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,98,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00089,E00089,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,2,3,2,2,94,True,False,True,false_ready_blocked,2,HR eligibility missing; Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00090,E00090,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,92,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00091,E00091,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,2,2,57,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00092,E00092,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,73,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00093,E00093,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,99,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00094,E00094,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,93,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00095,E00095,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,58,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00096,E00096,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,2,2,95,True,False,True,false_ready_blocked,1,Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00097,E00097,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,91,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00098,E00098,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,1,2,96,True,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00099,E00099,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,67,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00100,E00100,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,0,3,2,2,57,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00101,E00101,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,62,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00102,E00102,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,100,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00103,E00103,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,False,2,3,1,2,62,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00104,E00104,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,0,2,67,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00105,E00105,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,77,False,False,True,false_ready_blocked,1,Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00106,E00106,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,1,2,74,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L00107,E00107,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,1,2,83,True,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
